__time,/CtrlOut/AngComp/x,/CtrlOut/AngComp/y,/CtrlOut/AngComp/z,/CtrlOut/AngRef/x,/CtrlOut/AngRef/y,/CtrlOut/AngRef/z,/CtrlOut/AngVelRef/x,/CtrlOut/AngVelRef/y,/CtrlOut/AngVelRef/z,/CtrlOut/KaiErr/x,/CtrlOut/KaiErr/y,/CtrlOut/KaiErr/z,/CtrlOut/Kbar,/CtrlOut/Sigma/x,/CtrlOut/Sigma/y,/CtrlOut/Sigma/z,/CtrlOut/Time,/CtrlOut/Torq/x,/CtrlOut/Torq/y,/CtrlOut/Torq/z,/mavros/imu/data/angular_velocity/x,/mavros/imu/data/angular_velocity/y,/mavros/imu/data/angular_velocity/z,/mavros/imu/data/angular_velocity_covariance[0;0],/mavros/imu/data/angular_velocity_covariance[0;1],/mavros/imu/data/angular_velocity_covariance[0;2],/mavros/imu/data/angular_velocity_covariance[1;1],/mavros/imu/data/angular_velocity_covariance[1;2],/mavros/imu/data/angular_velocity_covariance[2;2],/mavros/imu/data/header/seq,/mavros/imu/data/header/stamp,/mavros/imu/data/linear_acceleration/x,/mavros/imu/data/linear_acceleration/y,/mavros/imu/data/linear_acceleration/z,/mavros/imu/data/linear_acceleration_covariance[0;0],/mavros/imu/data/linear_acceleration_covariance[0;1],/mavros/imu/data/linear_acceleration_covariance[0;2],/mavros/imu/data/linear_acceleration_covariance[1;1],/mavros/imu/data/linear_acceleration_covariance[1;2],/mavros/imu/data/linear_acceleration_covariance[2;2],/mavros/imu/data/orientation/pitch_deg,/mavros/imu/data/orientation/roll_deg,/mavros/imu/data/orientation/w,/mavros/imu/data/orientation/x,/mavros/imu/data/orientation/y,/mavros/imu/data/orientation/yaw_deg,/mavros/imu/data/orientation/z,/mavros/imu/data/orientation_covariance[0;0],/mavros/imu/data/orientation_covariance[0;1],/mavros/imu/data/orientation_covariance[0;2],/mavros/imu/data/orientation_covariance[1;1],/mavros/imu/data/orientation_covariance[1;2],/mavros/imu/data/orientation_covariance[2;2]
1680429018.789799,0.000000,0.000000,0.000000,0.707893,11.437270,11.459156,0.199618,-0.012355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.345000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.797970,0.000000,0.000000,0.000000,0.765070,11.433587,11.459156,0.199554,-0.013353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.350000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.800681,,,,,,,,,,,,,,,,,,,,,0.197611,0.141951,-0.016214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61236.000000,1680429018.796132,7.264903,-1.643522,10.639000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.788330,-0.364389,-0.989255,0.013716,-0.110564,10.892357,-0.094672,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.803226,0.000000,0.000000,0.000000,0.822229,11.429619,11.459156,0.199484,-0.014351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.355000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.804581,0.000000,0.000000,0.000000,0.879366,11.425365,11.459156,0.199410,-0.015348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.360000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.812272,0.000000,0.000000,0.000000,0.936482,11.420826,11.459156,0.199331,-0.016345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.365000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.814655,0.000000,0.000000,0.000000,0.993574,11.416000,11.459156,0.199247,-0.017341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.370000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.818396,,,,,,,,,,,,,,,,,,,,,0.336939,-0.123166,-0.027541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61237.000000,1680429018.811131,-10.375171,-1.415543,7.598117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.782406,-0.162570,-0.989285,0.011966,-0.110680,10.889692,-0.094455,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.820765,0.000000,0.000000,0.000000,1.050641,11.410890,11.459156,0.199158,-0.018337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.375000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.824480,0.000000,0.000000,0.000000,1.107682,11.405494,11.459156,0.199063,-0.019333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.380000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.830385,0.000000,0.000000,0.000000,1.164696,11.399813,11.459156,0.198964,-0.020328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.385000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.835679,0.000000,0.000000,0.000000,1.221680,11.393847,11.459156,0.198860,-0.021322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.390000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.839824,,,,,,,,,,,,,,,,,,,,,0.112580,-0.064327,0.012313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61238.000000,1680429018.836132,-8.924980,-2.592493,7.297344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.647635,0.122337,-0.989440,0.009396,-0.109751,10.890836,-0.094203,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.841858,0.000000,0.000000,0.000000,1.278634,11.387596,11.459156,0.198751,-0.022316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.395000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.845435,0.000000,0.000000,0.000000,1.335556,11.381061,11.459156,0.198637,-0.023310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.400000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.853505,0.000000,0.000000,0.000000,1.392444,11.374241,11.459156,0.198518,-0.024303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.405000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.859269,0.000000,0.000000,0.000000,1.449297,11.367136,11.459156,0.198394,-0.025295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.410000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.860527,0.000000,0.000000,0.000000,1.506115,11.359748,11.459156,0.198265,-0.026287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.415000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.861413,,,,,,,,,,,,,,,,,,,,,0.227146,0.096380,-0.014206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61239.000000,1680429018.856132,4.437824,0.231443,11.821019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.654379,0.451435,-0.989473,0.006541,-0.110080,10.870912,-0.093714,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.866510,0.000000,0.000000,0.000000,1.562894,11.352075,11.459156,0.198131,-0.027278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.420000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.870724,0.000000,0.000000,0.000000,1.619635,11.344119,11.459156,0.197992,-0.028268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.425000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.874175,0.000000,0.000000,0.000000,1.676335,11.335879,11.459156,0.197848,-0.029258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.430000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.879053,,,,,,,,,,,,,,,,,,,,,0.389029,-0.068168,-0.016323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61240.000000,1680429018.876132,-6.461654,-8.559089,8.473717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.507386,0.804870,-0.989640,0.003353,-0.109100,10.855470,-0.093263,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.880706,0.000000,0.000000,0.000000,1.732993,11.327356,11.459156,0.197700,-0.030246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.435000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.886249,0.000000,0.000000,0.000000,1.789608,11.318549,11.459156,0.197546,-0.031235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.440000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.892893,0.000000,0.000000,0.000000,1.846178,11.309460,11.459156,0.197387,-0.032222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.445000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.895128,0.000000,0.000000,0.000000,1.902702,11.300088,11.459156,0.197224,-0.033208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.450000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.900972,,,,,,,,,,,,,,,,,,,,,0.152838,-0.066505,0.015072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61241.000000,1680429018.896131,-7.707149,1.107184,8.143596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.475965,0.980844,-0.989667,0.001815,-0.108972,10.863901,-0.093174,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.903289,0.000000,0.000000,0.000000,1.959179,11.290433,11.459156,0.197055,-0.034194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.455000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.906264,0.000000,0.000000,0.000000,2.015606,11.280496,11.459156,0.196882,-0.035179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.460000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.910688,0.000000,0.000000,0.000000,2.071983,11.270277,11.459156,0.196703,-0.036163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.465000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.915076,0.000000,0.000000,0.000000,2.128309,11.259776,11.459156,0.196520,-0.037146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.470000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.921687,,,,,,,,,,,,,,,,,,,,,0.248710,0.102580,-0.025638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61242.000000,1680429018.916131,7.214695,4.164218,10.917892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.545135,1.235376,-0.989620,-0.000345,-0.109776,10.843642,-0.092744,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.922696,0.000000,0.000000,0.000000,2.184581,11.248994,11.459156,0.196332,-0.038128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.475000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.929058,0.000000,0.000000,0.000000,2.240798,11.237930,11.459156,0.196139,-0.039109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.480000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.932499,0.000000,0.000000,0.000000,2.296959,11.226586,11.459156,0.195941,-0.040090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.485000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.936005,0.000000,0.000000,0.000000,2.353063,11.214961,11.459156,0.195738,-0.041069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.490000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.939652,,,,,,,,,,,,,,,,,,,,,0.331953,-0.026125,-0.016531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61243.000000,1680429018.936131,-4.913216,-4.193431,8.547335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.454033,1.537971,-0.989706,-0.003041,-0.109234,10.836663,-0.092412,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.942813,0.000000,0.000000,0.000000,2.409109,11.203055,11.459156,0.195530,-0.042047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.495000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.945104,0.000000,0.000000,0.000000,2.465093,11.190870,11.459156,0.195318,-0.043024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.500000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.949538,0.000000,0.000000,0.000000,2.521017,11.178405,11.459156,0.195100,-0.044000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.505000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.954977,0.000000,0.000000,0.000000,2.576877,11.165660,11.459156,0.194878,-0.044975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.510000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.960171,0.000000,0.000000,0.000000,2.632673,11.152636,11.459156,0.194650,-0.045949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.515000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.963827,,,,,,,,,,,,,,,,,,,,,0.101626,-0.083429,0.006844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61244.000000,1680429018.951131,-8.275084,3.168711,9.097943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.473395,1.704613,-0.989684,-0.004465,-0.109535,10.835879,-0.092242,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.966650,0.000000,0.000000,0.000000,2.688403,11.139333,11.459156,0.194418,-0.046921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.520000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.971458,0.000000,0.000000,0.000000,2.744066,11.125752,11.459156,0.194181,-0.047893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.525000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.974269,0.000000,0.000000,0.000000,2.799660,11.111893,11.459156,0.193939,-0.048863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.530000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.979341,0.000000,0.000000,0.000000,2.855184,11.097755,11.459156,0.193692,-0.049832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.535000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.980146,,,,,,,,,,,,,,,,,,,,,0.132707,0.137638,-0.007795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61245.000000,1680429018.976131,-9.630822,2.195240,8.403499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.548254,1.908843,-0.989616,-0.006180,-0.110345,10.820947,-0.091900,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429018.985723,0.000000,0.000000,0.000000,2.910637,11.083341,11.459156,0.193441,-0.050800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.540000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.991561,0.000000,0.000000,0.000000,2.966017,11.068649,11.459156,0.193184,-0.051767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.545000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.997448,0.000000,0.000000,0.000000,3.021323,11.053681,11.459156,0.192923,-0.052732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.550000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429018.999869,0.000000,0.000000,0.000000,3.076554,11.038436,11.459156,0.192657,-0.053696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.555000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.001113,,,,,,,,,,,,,,,,,,,,,0.351863,-0.053682,0.002249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61246.000000,1680429018.996132,-2.433558,-5.771146,9.075269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.474344,2.223084,-0.989676,-0.008970,-0.109957,10.806442,-0.091491,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.005729,0.000000,0.000000,0.000000,3.131707,11.022915,11.459156,0.192386,-0.054659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.560000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.010422,0.000000,0.000000,0.000000,3.186782,11.007119,11.459156,0.192110,-0.055620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.565000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.015826,0.000000,0.000000,0.000000,3.241778,10.991048,11.459156,0.191830,-0.056580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.570000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.017809,,,,,,,,,,,,,,,,,,,,,0.331320,-0.155550,0.020462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61247.000000,1680429019.011132,-10.085973,-2.833609,8.286133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.455800,2.382259,-0.989679,-0.010360,-0.109924,10.806700,-0.091345,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.021784,0.000000,0.000000,0.000000,3.296692,10.974702,11.459156,0.191545,-0.057538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.575000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.024842,0.000000,0.000000,0.000000,3.351524,10.958081,11.459156,0.191255,-0.058495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.580000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.030700,0.000000,0.000000,0.000000,3.406273,10.941186,11.459156,0.190960,-0.059451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.585000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.035120,0.000000,0.000000,0.000000,3.460936,10.924018,11.459156,0.190660,-0.060405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.590000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.038578,,,,,,,,,,,,,,,,,,,,,0.133718,0.096738,-0.006718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61248.000000,1680429019.031132,-10.294972,-3.111385,8.448852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.375822,2.613454,-0.989738,-0.012433,-0.109417,10.796691,-0.091060,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.041969,0.000000,0.000000,0.000000,3.515512,10.906577,11.459156,0.190356,-0.061357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.595000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.044874,0.000000,0.000000,0.000000,3.570001,10.888863,11.459156,0.190047,-0.062308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.600000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.054925,0.000000,0.000000,0.000000,3.624401,10.870877,11.459156,0.189733,-0.063258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.605000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.055757,0.000000,0.000000,0.000000,3.678709,10.852620,11.459156,0.189414,-0.064206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.610000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.060076,0.000000,0.000000,0.000000,3.732926,10.834090,11.459156,0.189091,-0.065152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.615000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.065642,0.000000,0.000000,0.000000,3.787050,10.815290,11.459156,0.188762,-0.066096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.620000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.065724,,,,,,,,,,,,,,,,,,,,,0.295399,-0.149428,-0.014223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61249.000000,1680429019.056132,6.050279,3.602772,10.097823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.308380,2.928822,-0.989786,-0.015243,-0.109080,10.765641,-0.090511,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.071285,0.000000,0.000000,0.000000,3.841079,10.796220,11.459156,0.188430,-0.067039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.625000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.074981,0.000000,0.000000,0.000000,3.895012,10.776880,11.459156,0.188092,-0.067981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.630000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.079803,0.000000,0.000000,0.000000,3.948847,10.757270,11.459156,0.187750,-0.068920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.635000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.081771,,,,,,,,,,,,,,,,,,,,,0.195104,-0.190682,0.004282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61250.000000,1680429019.076132,-7.873595,-0.059073,9.861134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.207552,3.142693,-0.989851,-0.017180,-0.108378,10.760880,-0.090299,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.085533,0.000000,0.000000,0.000000,4.002584,10.737392,11.459156,0.187403,-0.069858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.640000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.090280,0.000000,0.000000,0.000000,4.056221,10.717244,11.459156,0.187051,-0.070794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.645000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.095392,0.000000,0.000000,0.000000,4.109756,10.696829,11.459156,0.186695,-0.071729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.650000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.099795,,,,,,,,,,,,,,,,,,,,,0.067417,0.005141,-0.005652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61251.000000,1680429019.096132,5.063567,4.754769,9.740084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.192512,3.327595,-0.989846,-0.018802,-0.108392,10.747553,-0.090014,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.100761,0.000000,0.000000,0.000000,4.163188,10.676147,11.459156,0.186334,-0.072661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.655000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.105507,0.000000,0.000000,0.000000,4.216517,10.655198,11.459156,0.185968,-0.073592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.660000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.112876,0.000000,0.000000,0.000000,4.269740,10.633982,11.459156,0.185598,-0.074521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.665000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.115990,0.000000,0.000000,0.000000,4.322856,10.612501,11.459156,0.185223,-0.075448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.670000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680429019.120732,,,,,,,,,,,,,,,,,,,,,0.294059,-0.155206,-0.025711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61252.000000,1680429019.116132,-1.665953,-3.014429,9.156171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.005896,3.651515,-0.989991,-0.021801,-0.107026,10.700895,-0.089371,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1680429019.120908,0.000000,0.000000,0.000000,4.375864,10.590754,11.459156,0.184844,-0.076373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.675000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
